"","bResult","blueTop"
"3277",0,"Zantins"
"3278",1,"SkyBart"
"3279",1,"Yang"
"3280",1,"Robo"
"3281",0,"Ayel"
"3282",0,"Aoshi"
"3283",0,"LEP"
"3284",0,"Mylon"
"3285",0,"Zantins"
"3286",1,"Yang"
"3287",1,"Robo"
"3288",0,"Eryon"
"3289",1,"LEP"
"3290",0,"SkyBart"
"3291",1,"Zantins"
"3292",0,"Ranger"
"3293",0,"Mylon"
"3294",1,"Robo"
"3295",1,"Ayel"
"3296",1,"LEP"
"3297",1,"Yang"
"3298",1,"Zantins"
"3299",0,"Ranger"
"3300",1,"Mylon"
"3301",0,"SkyBart"
"3302",0,"LEP"
"3303",0,"SkyBart"
"3304",1,"Yang"
"3305",0,"Ayel"
"3306",0,"Ranger"
"3307",1,"Robo"
"3308",0,"Zantins"
"3309",1,"Mylon"
"3310",0,"Mylon"
"3311",0,"LEP"
"3312",1,"Robo"
"3313",0,"Zantins"
"3314",0,"Ayel"
"3315",1,"Ranger"
"3316",0,"SkyBart"
"3317",1,"Yang"
"3318",0,"Yang"
"3319",0,"Ranger"
"3320",1,"LEP"
"3321",0,"Zantins"
"3322",1,"SkyBart"
"3323",0,"Ayel"
"3324",1,"Robo"
"3325",1,"Mylon"
"3326",0,"Ayel"
"3327",0,"Mylon"
"3328",1,"Yang"
"3329",0,"Zantins"
"3330",1,"LEP"
"3331",0,"Ranger"
"3332",1,"SkyBart"
"3333",1,"Robo"
"3334",0,"Verto"
"3335",1,"Ayel"
"3336",1,"Mylon"
"3337",1,"Yang"
"3338",0,"Ranger"
"3339",0,"SkyBart"
"3340",0,"Robo"
"3341",1,"LEP"
"3342",1,"LEP"
"3343",1,"LEP"
"3344",0,"SkyBart"
"3345",0,"Ayel"
"3346",1,"SkyBart"
"3347",0,"Ayel"
"3348",1,"Ayel"
"3349",1,"Ayel"
"3350",1,"Aoshi"
"3351",1,"Aoshi"
"3352",1,"Robo"
"3353",1,"Robo"
"3354",0,"LEP"
"3355",1,"Yang"
"3356",1,"SkyBart"
"3357",1,"Yang"
"3358",0,"SkyBart"
"3359",1,"Yang"
"3360",0,"Robo"
"3361",1,"beansu"
"3362",1,"beansu"
"3363",0,"Robo"
"3364",1,"Robo"
"3365",0,"Robo"
"3366",1,"LEP"
"3367",1,"Yang"
"3368",1,"Yang"
"3369",1,"Mylon"
"3370",1,"Mylon"
"3371",1,"Yang"
"3372",1,"Yang"
"3373",0,"Yang"
"3374",0,"LEP"
"3375",1,"Yang"
"3376",0,"Yang"
"3377",1,"Mylon"
"3378",1,"ayel"
"3379",1,"Lep"
"3380",0,"Aoshi"
"3381",1,"Zantins"
"3382",0,"Thulz"
"3383",1,"Robo"
"3384",1,"Robo"
"3385",0,"ayel"
"3386",0,"Thulz"
"3387",0,"Yang"
"3388",0,"Zantins"
"3389",1,"Lep"
"3390",1,"Aoshi"
"3391",1,"Mylon"
"3392",0,"Lep"
"3393",1,"Mylon"
"3394",1,"Robo"
"3395",0,"Zantins"
"3396",0,"Thulz"
"3397",1,"ayel"
"3398",1,"Yang"
"3399",0,"Aoshi"
"3400",1,"Aoshi"
"3401",0,"Thulz"
"3402",1,"Robo"
"3403",0,"Lep"
"3404",1,"Yang"
"3405",0,"Zantins"
"3406",1,"Ayel"
"3407",0,"Mylon"
"3408",1,"Ayel"
"3409",0,"Yang"
"3410",1,"Lep"
"3411",1,"Thulz"
"3412",0,"Aoshi"
"3413",1,"Robo"
"3414",1,"Mylon"
"3415",0,"Zantins"
"3416",1,"Mylon"
"3417",1,"Robo"
"3418",1,"Ayel"
"3419",0,"Aoshi"
"3420",0,"Zantins"
"3421",0,"Thulz"
"3422",0,"Lep"
"3423",0,"Yang"
"3424",0,"Zantins"
"3425",1,"Ayel"
"3426",1,"Lep"
"3427",1,"Aoshi"
"3428",1,"Mylon"
"3429",0,"Thulz"
"3430",1,"Yang"
"3431",0,"Robo"
"3432",1,"Ssumday"
"3433",0,"Lourlo"
"3434",0,"Looper"
"3435",1,"Darshan"
"3436",0,"Impact"
"3437",0,"Flame"
"3438",0,"Impact"
"3439",0,"Seraph"
"3440",0,"Seraph"
"3441",0,"Hauntzer"
"3442",0,"Balls"
"3443",0,"Lourlo"
"3444",1,"zig"
"3445",1,"Hauntzer"
"3446",0,"Looper"
"3447",1,"zig"
"3448",0,"Flame"
"3449",1,"Darshan"
"3450",0,"Balls"
"3451",1,"Seraph"
"3452",0,"Seraph"
"3453",1,"Ray"
"3454",0,"Ssumday"
"3455",1,"Balls"
"3456",0,"Looper"
"3457",1,"Flame"
"3458",1,"Lourlo"
"3459",1,"Hauntzer"
"3460",1,"Lourlo"
"3461",1,"Ray"
"3462",0,"zig"
"3463",1,"Looper"
"3464",1,"Seraph"
"3465",1,"Looper"
"3466",1,"Hauntzer"
"3467",0,"zig"
"3468",1,"Ssumday"
"3469",0,"Flame"
"3470",0,"Balls"
"3471",0,"Lourlo"
"3472",1,"Balls"
"3473",0,"Darshan"
"3474",0,"Seraph"
"3475",1,"Darshan"
"3476",0,"Satorius"
"3477",0,"Satorius"
"3478",1,"sOAZ"
"3479",0,"sOAZ"
"3480",1,"Phaxi"
"3481",0,"Odoamne"
"3482",0,"Odoamne"
"3483",1,"Expect"
"3484",1,"Alphari"
"3485",0,"Alphari"
"3486",0,"Flaxxish"
"3487",1,"Phaxi"
"3488",1,"Wunder"
"3489",1,"Wunder"
"3490",0,"Cabochard"
"3491",1,"Wunder"
"3492",0,"Flaxxish"
"3493",1,"Expect"
"3494",0,"Alphari"
"3495",1,"Phaxi"
"3496",0,"Satorius"
"3497",1,"Vizicsacsi"
"3498",0,"Cabochard"
"3499",0,"Odoamne"
"3500",0,"Cabochard"
"3501",0,"Flaxxish"
"3502",0,"sOAZ"
"3503",0,"Flaxxish"
"3504",0,"Roach"
"3505",1,"CuVee"
"3506",1,"Shy"
"3507",0,"MaRin"
"3508",1,"CuVee"
"3509",0,"ikssu"
"3510",1,"Crazy"
"3511",1,"Shy"
"3512",0,"Crazy"
"3513",1,"Smeb"
"3514",1,"ADD"
"3515",0,"Smeb"
"3516",0,"Huni"
"3517",0,"Expession"
"3518",1,"Profit"
"3519",1,"SoHwan"
"3520",1,"Roach"
"3521",1,"SoHwan"
"3522",1,"MaRin"
"3523",1,"MaRin"
"3524",1,"CuVee"
"3525",0,"Profit"
"3526",1,"ADD"
"3527",1,"Shy"
"3528",0,"ADD"
"3529",1,"MaRin"
"3530",0,"Expession"
"3531",0,"Smeb"
"3532",0,"Roach"
"3533",0,"Smeb"
"3534",0,"Nexus"
"3535",1,"Nexus"
"3536",1,"Ninuo"
"3537",1,"MapleSnow"
"3538",0,"Rins"
"3539",0,"3z"
"3540",1,"MMD"
"3541",0,"Nexus"
"3542",0,"3z"
"3543",1,"Ziv"
"3544",1,"MMD"
"3545",1,"MMD"
"3546",0,"MapleSnow"
"3547",1,"Morning"
"3548",1,"3z"
"3549",0,"3z"
"3550",1,"3z"
"3551",1,"Ziv"
"3552",1,"Ziv"
"3553",1,"Ninuo"
"3554",0,"Rins"
"3555",1,"Ziv"
"3556",1,"Ziv"
"3557",1,"MMD"
"3558",0,"Ssumday"
"3559",1,"Impact"
"3560",0,"Darshan"
"3561",1,"Crazy"
"3562",0,"Rins"
"3563",1,"Hauntzer"
"3564",0,"Expession"
"3565",0,"Crazy"
"3566",1,"Expession"
"3567",1,"ikssu"
"3568",1,"Smeb"
"3569",0,"ikssu"
"3570",1,"Huni"
"3571",1,"MaRin"
"3572",1,"Huni"
"3573",0,"Roach"
"3574",1,"ADD"
"3575",1,"Expession"
"3576",1,"Shy"
"3577",1,"Expession"
"3578",0,"CuVee"
"3579",0,"Smeb"
"3580",1,"ADD"
"3581",1,"ikssu"
"3582",1,"ADD"
"3583",0,"Crazy"
"3584",1,"Profit"
"3585",1,"Morning"
"3586",1,"CuVee"
"3587",1,"Wunder"
"3588",1,"Vizicsacsi"
"3589",0,"Wunder"
"3590",1,"sOAZ"
"3591",1,"Expect"
"3592",0,"sOAZ"
"3593",1,"Odoamne"
"3594",1,"Odoamne"
"3595",1,"Alphari"
"3596",0,"Flaxxish"
"3597",0,"Cabochard"
"3598",0,"Cabochard"
"3599",1,"Expect"
"3600",1,"Phaxi"
"3601",1,"Phaxi"
"3602",1,"Odoamne"
"3603",0,"Wunder"
"3604",0,"sOAZ"
"3605",0,"Alphari"
"3606",1,"sOAZ"
"3607",1,"Roach"
"3608",1,"Crazy"
"3609",0,"Roach"
"3610",0,"SoHwan"
"3611",1,"MaRin"
"3612",0,"Shy"
"3613",0,"Huni"
"3614",0,"Shy"
"3615",0,"ADD"
"3616",1,"CuVee"
"3617",0,"Expession"
"3618",0,"Roach"
"3619",0,"Expession"
"3620",1,"MaRin"
"3621",1,"Smeb"
"3622",0,"MaRin"
"3623",0,"Lindarang"
"3624",1,"CuVee"
"3625",0,"ADD"
"3626",1,"Huni"
"3627",1,"Smeb"
"3628",0,"Expession"
"3629",1,"SoHwan"
"3630",1,"Part"
"3631",1,"SoHwan"
"3632",1,"MaRin"
"3633",0,"Ninuo"
"3634",0,"Ninuo"
"3635",1,"Ziv"
"3636",1,"Ziv"
"3637",0,"3z"
"3638",1,"3z"
"3639",1,"3z"
"3640",1,"MapleSnow"
"3641",0,"Nexus"
"3642",1,"MMD"
"3643",1,"MMD"
"3644",1,"3z"
"3645",1,"3z"
"3646",0,"Ssumday"
"3647",1,"zig"
"3648",0,"Ssumday"
"3649",0,"Balls"
"3650",1,"Darshan"
"3651",1,"Balls"
"3652",1,"Balls"
"3653",0,"Darshan"
"3654",0,"zig"
"3655",1,"Ray"
"3656",0,"zig"
"3657",0,"Balls"
"3658",0,"Balls"
"3659",0,"Balls"
"3660",0,"Balls"
"3661",1,"Balls"
"3662",1,"Balls"
"3663",0,"Balls"
"3664",1,"zig"
"3665",0,"Ray"
"3666",1,"Hauntzer"
"3667",1,"Ray"
"3668",0,"Hauntzer"
"3669",0,"Ray"
"3670",1,"Wunder"
"3671",0,"Alphari"
"3672",0,"Wunder"
"3673",1,"Alphari"
"3674",0,"Wunder"
"3675",1,"sOAZ"
"3676",0,"Odoamne"
"3677",1,"sOAZ"
"3678",0,"Expect"
"3679",1,"Expect"
"3680",0,"sOAZ"
"3681",0,"sOAZ"
"3682",0,"Alphari"
"3683",1,"Vizicsacsi"
"3684",1,"Alphari"
"3685",1,"Vizicsacsi"
"3686",1,"sOAZ"
"3687",1,"sOAZ"
"3688",1,"sOAZ"
"3689",0,"Vizicsacsi"
"3690",1,"Expect"
"3691",1,"Vizicsacsi"
"3692",0,"Vizicsacsi"
"3693",0,"Expession"
"3694",0,"Crazy"
"3695",1,"Expession"
"3696",1,"ikssu"
"3697",1,"Smeb"
"3698",0,"ikssu"
"3699",1,"Huni"
"3700",1,"MaRin"
"3701",1,"Huni"
"3702",0,"Roach"
"3703",1,"ADD"
"3704",1,"Expession"
"3705",1,"Shy"
"3706",1,"Expession"
"3707",0,"CuVee"
"3708",0,"Smeb"
"3709",1,"CuVee"
"3710",1,"ADD"
"3711",1,"ikssu"
"3712",1,"ADD"
"3713",0,"Crazy"
"3714",1,"Profit"
"3715",0,"MaRin"
"3716",0,"MaRin"
"3717",0,"ADD"
"3718",1,"Smeb"
"3719",1,"Smeb"
"3720",1,"Smeb"
"3721",1,"Smeb"
"3722",0,"CuVee"
"3723",0,"Smeb"
"3724",0,"Smeb"
"3725",0,"Smeb"
"3726",0,"Rins"
"3727",0,"Rins"
"3728",1,"3z"
"3729",1,"BoBo"
"3730",1,"MMD"
"3731",1,"MMD"
"3732",1,"Ziv"
"3733",1,"Morning"
"3734",0,"Ziv"
"3735",1,"Ziv"
"3736",1,"Ziv"
"3737",0,"MapleSnow"
"3738",1,"MMD"
"3739",1,"3z"
"3740",0,"3z"
"3741",0,"3z"
"3742",1,"Morning"
"3743",1,"Ziv"
"3744",0,"Morning"
"3745",1,"Ziv"
"3746",0,"MMD"
"3747",1,"MMD"
"3748",0,"Ziv"
"3749",1,"MMD"
"3750",1,"Yang"
"3751",0,"Ayel"
"3752",0,"Yang"
"3753",0,"Ayel"
"3754",0,"Mylon"
"3755",1,"Mylon"
"3756",0,"Mylon"
"3757",1,"Robo"
"3758",0,"Yang"
"3759",0,"Yang"
"3760",0,"Yang"
